,Team,Opponent,Date,Result,Bowling,O,M,R,W,NB,WD,E/R
4,Luxembourg,Sweden,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Hassan Mahmood,2,0,17,1,0,2,8.50
5,Luxembourg,Sweden,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Abhijit Venkatesh (c),1,0,18,0,0,0,18
0,Norway,Spain,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Vinay Ravi,1,0,17,0,1,0,17
1,Norway,Spain,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Hayatullah Niazi,1.1,0,19,0,0,2,16.28
2,Norway,Spain,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Wahidullah Sahak,1,0,16,0,0,2,16
3,Norway,Spain,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Waqas Ahmed,1,0,23,0,0,1,23
4,Norway,Spain,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Ahmadullah Shinwari,2,0,14,2,0,0,7
5,Norway,Spain,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Ali Tafseer,1,0,24,0,0,0,24
0,Spain,Norway,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Vinay Ravi,1,0,17,0,1,0,17
1,Spain,Norway,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Hayatullah Niazi,1.1,0,19,0,0,2,16.28
2,Spain,Norway,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Wahidullah Sahak,1,0,16,0,0,2,16
3,Spain,Norway,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Waqas Ahmed,1,0,23,0,0,1,23
4,Spain,Norway,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Ahmadullah Shinwari,2,0,14,2,0,0,7
5,Spain,Norway,| Monday 13th September | 13:00,Spain beat Norway by 8 wickets,Ali Tafseer,1,0,24,0,0,0,24
0,Belgium,Luxembourg,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Murid Ekrami,2,0,22,0,0,0,11
1,Belgium,Luxembourg,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Fahim Bhatti,2,0,9,0,0,1,4.50
2,Belgium,Luxembourg,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Shagharai Sefat,2,0,20,1,0,0,10
3,Belgium,Luxembourg,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Saber Zakhil,1,0,4,0,0,0,4
4,Belgium,Luxembourg,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Sheikh Sheraz (c),2,0,19,1,0,0,9.50
5,Belgium,Luxembourg,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Aziz Mohammad,1,0,7,0,1,0,7
0,Luxembourg,Belgium,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Murid Ekrami,2,0,22,0,0,0,11
1,Luxembourg,Belgium,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Fahim Bhatti,2,0,9,0,0,1,4.50
2,Luxembourg,Belgium,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Shagharai Sefat,2,0,20,1,0,0,10
3,Luxembourg,Belgium,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Saber Zakhil,1,0,4,0,0,0,4
4,Luxembourg,Belgium,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Sheikh Sheraz (c),2,0,19,1,0,0,9.50
5,Luxembourg,Belgium,| Monday 13th September | 11:00,Belgium beat Luxembourg by 83 runs,Aziz Mohammad,1,0,7,0,1,0,7
0,Sweden,Norway,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Khalid Zahid,2,0,9,1,0,1,4.50
1,Sweden,Norway,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Zabi Zahid,2,0,19,2,0,2,9.50
2,Sweden,Norway,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Qudratullah Mir Afzal,1,0,13,1,0,0,13
3,Sweden,Norway,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Azam Khalil,2,0,23,1,0,0,11.50
4,Sweden,Norway,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Hassan Mahmood,1,0,15,1,1,1,15
5,Sweden,Norway,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Sami Rahmani,1,0,31,1,2,3,31
6,Sweden,Norway,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Abhijit Venkatesh (c),0.4,0,5,1,1,2,7.50
0,Norway,Sweden,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Khalid Zahid,2,0,9,1,0,1,4.50
1,Norway,Sweden,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Zabi Zahid,2,0,19,2,0,2,9.50
2,Norway,Sweden,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Qudratullah Mir Afzal,1,0,13,1,0,0,13
3,Norway,Sweden,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Azam Khalil,2,0,23,1,0,0,11.50
4,Norway,Sweden,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Hassan Mahmood,1,0,15,1,1,1,15
5,Norway,Sweden,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Sami Rahmani,1,0,31,1,2,3,31
6,Norway,Sweden,| Monday 13th September | 09:00,Sweden beat Norway by 4 runs,Abhijit Venkatesh (c),0.4,0,5,1,1,2,7.50
0,Spain,Belgium,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Atif Mehmood,1,0,14,0,0,0,14
1,Spain,Belgium,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Adeel Raja,1,0,17,0,1,0,17
2,Spain,Belgium,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Kuldeep Lal,2,0,6,3,0,0,3
3,Spain,Belgium,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Yasir Ali,2,0,28,0,0,0,14
4,Spain,Belgium,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Paul Hennessy,1.4,0,22,2,0,1,13.20
5,Spain,Belgium,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Zulqarnain Haider,1,0,3,0,0,0,3
0,Belgium,Spain,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Atif Mehmood,1,0,14,0,0,0,14
1,Belgium,Spain,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Adeel Raja,1,0,17,0,1,0,17
2,Belgium,Spain,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Kuldeep Lal,2,0,6,3,0,0,3
3,Belgium,Spain,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Yasir Ali,2,0,28,0,0,0,14
4,Belgium,Spain,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Paul Hennessy,1.4,0,22,2,0,1,13.20
5,Belgium,Spain,| Monday 13th September | 07:00,Belgium beat Spain by 4 wickets,Zulqarnain Haider,1,0,3,0,0,0,3
